,tragedy_id,tragedy_title,id,betweenness,degree,closeness,weightedDegree,eigenvector,numOfScenes,numOfSpeechActs,numOfWords,degree_rank,closeness_rank,betweenness_rank,weightedDegree_rank,eigenvector_rank,numOfScenes_rank,numOfSpeechActs_rank,numOfWords_rank,centrality_rank_avg,centrality_rank_std,centrality_rank_avg_rank,centrality_rank_std_rank
117,greek000028,Iphigenia in Aulis,choros,0.15740740740740738,9,1.0,19,0.4157377532157244,9,35,1369,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.875,1.807721533549109,2.0,10.0
118,greek000028,Iphigenia in Aulis,menelaos,0.0,4,0.6428571428571429,4,0.20963772602085634,1,30,747,8.0,8.0,7.0,8.0,9.0,7.0,7.0,6.0,7.5,0.9258200997725514,8.0,6.0
119,greek000028,Iphigenia in Aulis,angelos_a,0.0,4,0.6428571428571429,4,0.20963772602085634,1,1,153,8.0,8.0,7.0,8.0,9.0,7.0,9.0,9.0,8.125,0.8345229603962802,9.0,5.0
120,greek000028,Iphigenia in Aulis,xorosandronargeion,0.0,4,0.6428571428571429,4,0.2354682028887107,1,1,36,8.0,8.0,7.0,8.0,8.0,7.0,9.0,10.0,8.125,0.9910312089651149,9.0,8.0
121,greek000028,Iphigenia in Aulis,klytaimestra,0.037037037037037035,7,0.8181818181818182,16,0.359141984089452,5,120,1860,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.5,0.7559289460184544,3.0,4.0
122,greek000028,Iphigenia in Aulis,iphigeneia,0.013888888888888888,6,0.75,13,0.3183357422363998,4,50,1281,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.125,0.6408699444616557,4.0,3.0
123,greek000028,Iphigenia in Aulis,achilleus,0.013888888888888888,6,0.75,8,0.3273577002196712,2,50,1083,4.0,4.0,5.0,5.0,4.0,6.0,3.0,5.0,4.5,0.9258200997725514,5.0,6.0
124,greek000028,Iphigenia in Aulis,angelos,0.0,5,0.6923076923076923,5,0.286551458366619,1,3,484,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.125,0.3535533905932738,7.0,1.0
125,greek000034,Ion,hermes,0.0,0,0.0,0,3.035697326754698e-09,1,1,480,9.0,9.0,4.0,9.0,9.0,5.0,9.0,7.0,7.625,2.065879266282796,9.0,8.0
126,greek000034,Ion,ion,0.035714285714285705,6,0.765625,11,0.40092128256986687,4,184,2797,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.375,0.7440238091428449,3.0,1.0
127,greek000034,Ion,choros,0.12499999999999997,7,0.875,13,0.4252975647843306,8,51,1268,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.625,1.1877349391654208,1.0,4.0
128,greek000034,Ion,kreousa,0.12499999999999997,7,0.875,10,0.4252975647843306,3,185,2124,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.625,0.9161253813129043,1.0,2.0
129,greek000034,Ion,xouthos,0.0,3,0.5568181818181818,5,0.23055474896741074,2,46,514,7.0,7.0,4.0,4.0,7.0,4.0,5.0,6.0,5.5,1.4142135623730951,7.0,5.0
130,greek000034,Ion,presbytes,0.0,2,0.5104166666666667,2,0.15669702228877389,1,67,866,8.0,8.0,4.0,8.0,8.0,5.0,3.0,4.0,6.0,2.2038926600773587,8.0,9.0
131,greek000034,Ion,therapon,0.0,5,0.6805555555555556,5,0.3650555386485619,1,5,658,4.0,4.0,4.0,4.0,4.0,5.0,7.0,5.0,4.625,1.0606601717798212,4.0,3.0
132,greek000034,Ion,prophetis,0.0,5,0.6805555555555556,5,0.3650555386485619,1,18,219,4.0,4.0,4.0,4.0,4.0,5.0,6.0,9.0,5.0,1.7728105208558367,5.0,6.0
133,greek000034,Ion,athena,0.0,5,0.6805555555555556,5,0.3650555386485619,1,4,349,4.0,4.0,4.0,4.0,4.0,5.0,8.0,8.0,5.125,1.807721533549109,6.0,7.0
134,greek000013,Heracles,amphitryon,0.04166666666666666,5,0.7272727272727273,13,0.43719703256772335,6,78,1812,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.75,0.4629100498862757,2.0,1.0
135,greek000013,Heracles,megara,0.011904761904761904,4,0.6666666666666666,7,0.3793755818394353,3,25,914,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.5,0.7559289460184544,4.0,4.0
136,greek000013,Heracles,choros,0.6488095238095238,8,1.0,15,0.5180057600891814,11,61,1648,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.5,0.9258200997725514,1.0,5.0
137,greek000013,Heracles,lykos,0.0,3,0.6153846153846154,5,0.3082011736230244,3,12,391,5.0,5.0,5.0,5.0,5.0,3.0,6.0,7.0,5.125,1.1259916264596033,5.0,7.0
138,greek000013,Heracles,herakles,0.011904761904761904,4,0.6666666666666666,8,0.3793755818394353,3,75,1679,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.75,0.4629100498862757,3.0,1.0
139,greek000013,Heracles,iris,0.0,2,0.5714285714285714,2,0.15554864474341057,1,3,146,7.0,7.0,5.0,7.0,7.0,6.0,8.0,9.0,7.0,1.1952286093343936,8.0,8.0
140,greek000013,Heracles,lyssa,0.0,2,0.5714285714285714,2,0.15554864474341057,1,3,207,7.0,7.0,5.0,7.0,7.0,6.0,8.0,8.0,6.875,0.9910312089651149,7.0,6.0
141,greek000013,Heracles,angelos,0.0,1,0.5333333333333333,1,0.11962622801101595,1,6,593,9.0,9.0,5.0,9.0,9.0,6.0,7.0,5.0,7.375,1.8468119248354136,9.0,9.0
142,greek000013,Heracles,theseus,0.0,3,0.6153846153846154,3,0.3082011736230244,1,36,559,5.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,5.25,0.7071067811865476,6.0,3.0
143,greek000029,Helen,helene,0.2361111111111111,7,0.8181818181818182,11,0.35923383610572335,5,176,3461,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.875,0.9910312089651149,1.0,2.0
144,greek000029,Helen,teukros,0.0,1,0.47368421052631576,1,0.05921019140454085,1,32,353,10.0,10.0,6.0,10.0,10.0,6.0,5.0,7.0,8.0,2.2038926600773587,10.0,10.0
145,greek000029,Helen,choros,0.125,8,0.9,10,0.4156994650175015,6,35,1192,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.875,1.1259916264596033,1.0,6.0
146,greek000029,Helen,meneleos,0.013888888888888888,6,0.75,9,0.3508555651510371,3,129,2111,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,3.375,1.0606601717798212,4.0,3.0
147,greek000029,Helen,graus,0.0,5,0.6923076923076923,5,0.3042158665157099,1,18,187,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.375,1.0606601717798212,6.0,3.0
148,greek000029,Helen,angelos,0.125,8,0.9,9,0.41569946501750143,2,15,1007,1.0,1.0,2.0,3.0,2.0,5.0,7.0,4.0,3.125,2.100170061141308,3.0,9.0
149,greek000029,Helen,theonoe,0.0,5,0.6923076923076923,5,0.30421586651570987,1,2,389,6.0,6.0,6.0,6.0,7.0,6.0,9.0,6.0,6.5,1.0690449676496976,7.0,5.0
150,greek000029,Helen,theoklymenos,0.05555555555555555,6,0.75,8,0.32960587013580234,3,70,896,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,4.125,0.8345229603962802,5.0,1.0
151,greek000029,Helen,therapon,0.0,4,0.6,4,0.22912755147918024,1,12,73,8.0,8.0,6.0,8.0,8.0,6.0,8.0,10.0,7.75,1.2817398889233114,8.0,7.0
152,greek000029,Helen,dioskoroi,0.0,4,0.6,4,0.22912755147918024,1,1,239,8.0,8.0,6.0,8.0,8.0,6.0,10.0,8.0,7.75,1.2817398889233114,8.0,7.0
153,greek000003,Hecuba,polydorou_eidolon,0.0,0,0.0,0,2.622308869197863e-09,1,1,347,9.0,9.0,4.0,9.0,9.0,5.0,9.0,8.0,7.75,2.052872551885702,9.0,9.0
154,greek000003,Hecuba,hekabe,0.20833333333333334,7,0.875,13,0.4949859784708589,5,100,2866,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.125,0.3535533905932738,1.0,1.0
155,greek000003,Hecuba,choros,0.20833333333333334,7,0.875,13,0.4949859784708589,8,37,1020,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.375,0.7440238091428449,2.0,3.0
156,greek000003,Hecuba,polyxene,0.0,3,0.5568181818181818,5,0.28264755442123235,2,17,528,4.0,4.0,4.0,4.0,6.0,3.0,5.0,5.0,4.375,0.9161253813129043,5.0,4.0
157,greek000003,Hecuba,odysseus,0.0,3,0.5568181818181818,3,0.28264755442123235,1,13,358,4.0,4.0,4.0,5.0,6.0,5.0,6.0,7.0,5.125,1.1259916264596033,6.0,6.0
158,greek000003,Hecuba,talthybios,0.0,2,0.5104166666666667,2,0.21987141797888982,1,5,518,8.0,8.0,4.0,8.0,8.0,5.0,8.0,6.0,6.875,1.6420805617960927,8.0,7.0
159,greek000003,Hecuba,therapaina,0.0,3,0.5568181818181818,3,0.2981147870044527,1,8,96,4.0,4.0,4.0,5.0,4.0,5.0,7.0,9.0,5.25,1.8322507626258087,7.0,8.0
160,greek000003,Hecuba,agamemnon,0.011904761904761904,4,0.6124999999999999,6,0.3522927607664081,2,36,653,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.25,0.4629100498862757,3.0,2.0
161,greek000003,Hecuba,polymestor,0.0,3,0.5568181818181818,3,0.2981147870044527,1,45,920,4.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,3.875,0.9910312089651149,4.0,5.0
162,greek000039,Electra,autourgos,0.0,3,0.6363636363636364,5,0.28718585761007354,2,11,575,4.0,4.0,4.0,5.0,4.0,4.0,6.0,4.0,4.375,0.7440238091428449,4.0,3.0
163,greek000039,Electra,elektra,0.21428571428571427,7,1.0,21,0.46985919889239974,9,142,2698,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.125,0.3535533905932738,1.0,1.0
164,greek000039,Electra,orestes,0.09523809523809523,6,0.875,17,0.43597961480062836,6,101,1339,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.75,0.4629100498862757,3.0,2.0
165,greek000039,Electra,choros,0.21428571428571427,7,1.0,19,0.46985919889239974,10,43,1043,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.75,1.164964745021435,2.0,6.0
166,greek000039,Electra,presbys,0.0,3,0.6363636363636364,3,0.28718585761007354,1,46,569,4.0,4.0,4.0,6.0,4.0,6.0,3.0,5.0,4.5,1.0690449676496976,5.0,4.0
167,greek000039,Electra,angelos,0.0,2,0.5833333333333334,2,0.19617230861094137,1,4,543,8.0,8.0,4.0,8.0,8.0,6.0,8.0,6.0,7.0,1.5118578920369088,8.0,7.0
168,greek000039,Electra,klytaimestra,0.0,3,0.6363636363636364,6,0.28718585761007354,2,16,479,4.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,4.5,1.0690449676496976,5.0,4.0
169,greek000039,Electra,dioskoyroi,0.0,3,0.6363636363636364,3,0.28718585761007354,1,9,472,4.0,4.0,4.0,6.0,4.0,6.0,7.0,8.0,5.375,1.5979898086569353,7.0,8.0
170,greek000001,Bacchae,dionysos,0.14880952380952378,6,0.8,9,0.41930403618286277,5,88,1563,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.875,0.3535533905932738,2.0,1.0
171,greek000001,Bacchae,choros,0.25,7,0.8888888888888888,12,0.46232809136596276,10,54,1613,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.25,0.7071067811865476,1.0,4.0
172,greek000001,Bacchae,teiresias,0.0,3,0.6153846153846154,3,0.2638837715734651,1,9,627,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.25,0.4629100498862757,7.0,2.0
173,greek000001,Bacchae,kadmos,0.04166666666666666,5,0.7272727272727273,6,0.3819135437231894,2,40,781,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.375,0.5175491695067657,4.0,3.0
174,greek000001,Bacchae,pentheus,0.14880952380952378,6,0.8,9,0.41930403618286277,4,76,1121,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.375,0.7440238091428449,3.0,5.0
175,greek000001,Bacchae,therapon,0.0,2,0.5333333333333333,2,0.17513835706145145,1,1,110,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,7.625,0.7440238091428449,8.0,5.0
176,greek000001,Bacchae,angelos,0.05357142857142857,4,0.6666666666666666,5,0.30516887938308035,2,8,1320,5.0,5.0,4.0,5.0,5.0,4.0,7.0,3.0,4.75,1.164964745021435,5.0,9.0
177,greek000001,Bacchae,angelos_b,0.0,2,0.5333333333333333,2,0.16028803036546246,1,1,32,8.0,8.0,6.0,8.0,9.0,7.0,8.0,9.0,7.875,0.9910312089651149,9.0,7.0
178,greek000001,Bacchae,agaue,0.0,3,0.6153846153846154,4,0.2638837715734651,2,48,502,6.0,6.0,6.0,6.0,6.0,4.0,4.0,7.0,5.625,1.0606601717798212,6.0,8.0
179,greek000024,Trachiniae,deianeira,0.11212121212121211,5,0.6470588235294118,11,0.2916205749555864,5,55,2323,2.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,2.375,1.5979898086569353,2.0,4.0
180,greek000024,Trachiniae,therapaina,0.0,2,0.4583333333333333,2,0.11903492313705569,1,1,76,11.0,11.0,5.0,12.0,11.0,8.0,9.0,8.0,9.375,2.326094212561969,12.0,7.0
181,greek000024,Trachiniae,hyllos,0.1787878787878788,5,0.6470588235294118,10,0.26338590957920377,5,52,1063,2.0,2.0,2.0,3.0,7.0,2.0,2.0,3.0,2.875,1.7268882005337975,3.0,5.0
182,greek000024,Trachiniae,choros,0.5969696969696968,9,0.8461538461538461,15,0.5291079116669487,11,48,1038,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.625,1.1877349391654208,1.0,1.0
183,greek000024,Trachiniae,angelos,0.0,3,0.55,5,0.22408546588192793,2,22,462,8.0,5.0,5.0,5.0,8.0,5.0,6.0,6.0,6.0,1.3093073414159542,7.0,2.0
184,greek000024,Trachiniae,lichas,0.0,3,0.55,5,0.22408546588192793,2,30,703,8.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.75,1.3887301496588271,6.0,3.0
185,greek000024,Trachiniae,hemichorion_1,0.0,4,0.55,4,0.3182417442323828,1,1,13,4.0,5.0,5.0,7.0,2.0,8.0,9.0,10.0,6.25,2.712405363721075,8.0,9.0
186,greek000024,Trachiniae,hemichorion_2,0.0,4,0.55,4,0.3182417442323828,1,1,12,4.0,5.0,5.0,7.0,2.0,8.0,9.0,12.0,6.5,3.1622776601683795,10.0,12.0
187,greek000024,Trachiniae,hemichorion,0.0,4,0.55,4,0.3182417442323828,1,1,13,4.0,5.0,5.0,7.0,2.0,8.0,9.0,10.0,6.25,2.712405363721075,8.0,9.0
188,greek000024,Trachiniae,trophos,0.0,4,0.55,4,0.3182417442323828,1,12,338,4.0,5.0,5.0,7.0,2.0,8.0,7.0,7.0,5.625,1.9955307206712847,5.0,6.0
189,greek000024,Trachiniae,presbys,0.0,2,0.4230769230769231,4,0.09742527040732246,2,4,70,11.0,12.0,5.0,7.0,12.0,5.0,8.0,9.0,8.625,2.8753881725529062,11.0,11.0
190,greek000024,Trachiniae,herakles,0.05757575757575758,3,0.5789473684210527,6,0.1908646152162461,3,38,1184,8.0,4.0,4.0,4.0,10.0,4.0,4.0,2.0,5.0,2.6186146828319083,4.0,8.0
191,greek000038,Philoctetes,odysseus,0.0,4,0.8333333333333334,8,0.3917468413831769,3,56,1059,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.875,0.6408699444616557,4.0,2.0
192,greek000038,Philoctetes,neoptolemos,0.06666666666666667,5,1.0,17,0.44762077312141496,9,163,2423,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.25,0.4629100498862757,1.0,1.0
193,greek000038,Philoctetes,choros,0.06666666666666667,5,1.0,15,0.44762077312141496,10,41,974,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.875,1.3562026818605375,3.0,6.0
194,greek000038,Philoctetes,philoktetes,0.06666666666666667,5,1.0,15,0.44762077312141496,7,138,3770,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.5,0.7559289460184544,2.0,4.0
195,greek000038,Philoctetes,emporos,0.0,3,0.7142857142857143,3,0.30327504833594265,1,13,375,6.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,5.375,0.7440238091428449,6.0,3.0
196,greek000038,Philoctetes,herakles,0.0,4,0.8333333333333334,4,0.391746841383177,1,2,231,4.0,4.0,4.0,5.0,4.0,5.0,6.0,6.0,4.75,0.8864052604279183,5.0,5.0
197,greek000015,Oedipus Tyrannus,oidipous,0.38095238095238093,8,1.0,23,0.4994138297611433,10,193,4225,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.125,0.3535533905932738,1.0,1.0
198,greek000015,Oedipus Tyrannus,hiereus,0.0,2,0.5714285714285714,2,0.1743843383159324,1,4,318,7.0,7.0,6.0,7.0,9.0,6.0,8.0,8.0,7.25,1.0350983390135313,9.0,7.0
199,greek000015,Oedipus Tyrannus,kreon,0.03571428571428571,4,0.6666666666666666,10,0.3178365746407517,4,57,879,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.375,0.7440238091428449,3.0,5.0
200,greek000015,Oedipus Tyrannus,choros,0.20238095238095236,7,0.8888888888888888,21,0.468747234060644,14,61,1551,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.875,0.3535533905932738,2.0,1.0
201,greek000015,Oedipus Tyrannus,teiresias,0.0,2,0.5714285714285714,2,0.20658475551869357,1,27,520,7.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,6.375,0.7440238091428449,6.0,5.0
202,greek000015,Oedipus Tyrannus,iokaste,0.011904761904761904,4,0.6666666666666666,11,0.34699498469008866,4,45,793,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.375,0.5175491695067657,3.0,3.0
203,greek000015,Oedipus Tyrannus,angelos,0.011904761904761904,4,0.6666666666666666,6,0.34019579721778087,2,40,379,3.0,3.0,4.0,5.0,4.0,5.0,5.0,7.0,4.5,1.3093073414159542,5.0,9.0
204,greek000015,Oedipus Tyrannus,therapon,0.0,3,0.6153846153846154,3,0.27917494390506936,1,25,189,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,6.5,1.0690449676496976,7.0,8.0
205,greek000015,Oedipus Tyrannus,exangelos,0.0,2,0.5714285714285714,2,0.20658475551869357,1,4,432,7.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,6.75,0.7071067811865476,8.0,4.0
206,greek000036,Oedipus at Colonus,oidipous,0.16666666666666663,7,0.8888888888888888,22,0.45108939432838674,10,198,3865,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.25,0.4629100498862757,1.0,2.0
207,greek000036,Oedipus at Colonus,antigone,0.16666666666666663,7,0.8888888888888888,22,0.45108939432838674,9,74,1016,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.1952286093343936,3.0,7.0
208,greek000036,Oedipus at Colonus,xenos,0.0,2,0.5333333333333333,2,0.17968938586417127,1,13,213,8.0,8.0,4.0,8.0,8.0,6.0,7.0,9.0,7.25,1.5811388300841898,8.0,8.0
209,greek000036,Oedipus at Colonus,choros,0.3095238095238095,7,0.8888888888888888,22,0.4356566570274666,14,120,1745,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.5,0.7559289460184544,2.0,3.0
210,greek000036,Oedipus at Colonus,ismene,0.0,3,0.6153846153846154,5,0.26646048091937763,2,36,438,6.0,6.0,4.0,5.0,6.0,5.0,5.0,8.0,5.625,1.1877349391654208,6.0,6.0
211,greek000036,Oedipus at Colonus,theseus,0.0,4,0.6666666666666666,11,0.3327312118921197,5,52,1218,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.875,0.3535533905932738,4.0,1.0
212,greek000036,Oedipus at Colonus,kreon,0.0,4,0.6666666666666666,4,0.3327312118921197,1,34,610,4.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,1.0690449676496976,5.0,5.0
213,greek000036,Oedipus at Colonus,polyneikes,0.0,3,0.6153846153846154,3,0.26646048091937763,1,13,766,6.0,6.0,4.0,7.0,6.0,6.0,7.0,5.0,5.875,0.9910312089651149,7.0,4.0
214,greek000036,Oedipus at Colonus,angelos,0.0,1,0.5,1,0.08677110075559961,1,4,539,9.0,9.0,4.0,9.0,9.0,6.0,9.0,7.0,7.75,1.9086270308410553,9.0,9.0
215,greek000018,Ichneutae,apollon,0.0,6,1.0,6,0.3779644730092272,1,7,260,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.75,1.3887301496588271,4.0,4.0
216,greek000018,Ichneutae,silenos,0.0,6,1.0,6,0.3779644730092272,1,18,564,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.5,0.9258200997725514,3.0,3.0
217,greek000018,Ichneutae,choros_satyron,0.0,6,1.0,6,0.3779644730092272,1,1,51,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,2.5,2.7774602993176543,7.0,7.0
218,greek000018,Ichneutae,choros,0.0,6,1.0,6,0.3779644730092272,1,36,674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.125,0.3535533905932738,1.0,1.0
219,greek000018,Ichneutae,hemichoros_a,0.0,6,1.0,6,0.3779644730092272,1,6,99,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.8516401995451028,5.0,5.0
220,greek000018,Ichneutae,hemichoros_b,0.0,6,1.0,6,0.3779644730092272,1,5,64,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.25,2.3145502494313788,6.0,6.0
221,greek000018,Ichneutae,kyllene,0.0,6,1.0,6,0.3779644730092272,1,23,742,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.125,0.3535533905932738,1.0,1.0
222,greek000021,Electra,paidagogos,0.0,4,0.75,7,0.3713901175977662,3,18,876,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,4.375,0.7440238091428449,4.0,3.0
223,greek000021,Electra,orestes,0.04444444444444444,5,0.8571428571428571,13,0.42323238523798856,6,76,1008,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.875,0.3535533905932738,3.0,1.0
224,greek000021,Electra,elektra,0.17777777777777773,6,1.0,22,0.45870858369020845,11,168,3814,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.125,0.3535533905932738,1.0,1.0
225,greek000021,Electra,choros,0.17777777777777773,6,1.0,17,0.4587085836902085,10,60,1028,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.625,0.7440238091428449,2.0,3.0
226,greek000021,Electra,chrysothemis,0.0,2,0.6,4,0.19901421195028757,2,53,1003,7.0,7.0,4.0,6.0,7.0,5.0,4.0,4.0,5.5,1.4142135623730951,6.0,7.0
227,greek000021,Electra,klytaimnestra,0.0,4,0.75,6,0.3713901175977662,2,24,761,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,4.625,0.7440238091428449,5.0,3.0
228,greek000021,Electra,aigisthos,0.0,3,0.6666666666666666,3,0.2908252449957699,1,17,218,6.0,6.0,4.0,7.0,6.0,7.0,7.0,7.0,6.25,1.0350983390135313,7.0,6.0
229,greek000025,Antigone,antigone,0.0,4,0.6428571428571429,8,0.3523489124513331,4,45,1211,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0
230,greek000025,Antigone,ismene,0.0,4,0.6428571428571429,5,0.3523489124513331,2,27,378,3.0,3.0,3.0,5.0,3.0,4.0,4.0,8.0,4.125,1.7268882005337975,5.0,7.0
231,greek000025,Antigone,choros,0.5555555555555556,9,1.0,17,0.5059841462215854,15,69,1493,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.25,0.4629100498862757,1.0,2.0
232,greek000025,Antigone,kreon,0.16666666666666666,7,0.8181818181818182,14,0.45880546003884076,6,94,2088,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.75,0.4629100498862757,2.0,2.0
233,greek000025,Antigone,phylax,0.0,4,0.6428571428571429,6,0.3523489124513331,2,16,702,3.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,3.75,1.0350983390135313,4.0,4.0
234,greek000025,Antigone,haimon,0.0,2,0.5625,2,0.20362132070370903,1,18,427,6.0,6.0,3.0,6.0,6.0,6.0,5.0,7.0,5.625,1.1877349391654208,6.0,6.0
235,greek000025,Antigone,teiresias,0.0,2,0.5625,2,0.20362132070370903,1,14,447,6.0,6.0,3.0,6.0,6.0,6.0,7.0,6.0,5.75,1.164964745021435,7.0,5.0
236,greek000025,Antigone,angelos,0.0,2,0.5625,2,0.1353576716678471,1,8,468,6.0,6.0,3.0,6.0,9.0,6.0,8.0,5.0,6.125,1.807721533549109,8.0,8.0
237,greek000025,Antigone,eurydike,0.0,2,0.5625,2,0.1353576716678471,1,1,50,6.0,6.0,3.0,6.0,9.0,6.0,10.0,10.0,7.0,2.449489742783178,10.0,10.0
238,greek000025,Antigone,exangelos,0.0,2,0.5625,2,0.20362132070370903,1,5,83,6.0,6.0,3.0,6.0,6.0,6.0,9.0,9.0,6.375,1.9226098333849673,9.0,9.0
239,greek000007,Ajax,athena,0.0,3,0.5882352941176471,3,0.18387137750321209,1,28,458,9.0,9.0,6.0,9.0,9.0,6.0,6.0,6.0,7.5,1.6035674514745464,9.0,7.0
240,greek000007,Ajax,odysseus,0.040740740740740744,5,0.6666666666666666,6,0.2426878130966314,2,36,531,4.0,4.0,4.0,4.0,7.0,4.0,4.0,5.0,4.5,1.0690449676496976,4.0,4.0
241,greek000007,Ajax,aias,0.08518518518518518,7,0.7692307692307693,14,0.37534537356160325,6,42,1628,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.25,0.7071067811865476,2.0,2.0
242,greek000007,Ajax,choros,0.32592592592592595,10,1.0,23,0.46093382105388114,14,72,1478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.125,0.3535533905932738,1.0,1.0
243,greek000007,Ajax,tekmessa,0.08518518518518518,7,0.7692307692307693,17,0.37534537356160325,8,50,1262,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.25,0.7071067811865476,2.0,2.0
244,greek000007,Ajax,angelos,0.0,5,0.6666666666666666,5,0.31323750073180867,1,9,391,4.0,4.0,6.0,6.0,4.0,6.0,9.0,9.0,6.0,2.0701966780270626,6.0,9.0
245,greek000007,Ajax,hemichorion_1,0.0,5,0.6666666666666666,5,0.31323750073180867,1,4,39,4.0,4.0,6.0,6.0,4.0,6.0,10.0,10.0,6.25,2.49284690951645,7.0,10.0
246,greek000007,Ajax,hemichorion_2,0.0,5,0.6666666666666666,5,0.31323750073180867,1,3,17,4.0,4.0,6.0,6.0,4.0,6.0,11.0,11.0,6.5,2.9277002188455996,8.0,11.0
247,greek000007,Ajax,teukros,0.040740740740740744,5,0.6666666666666666,6,0.24268781309663134,2,31,1317,4.0,4.0,4.0,4.0,8.0,4.0,5.0,3.0,4.5,1.5118578920369088,4.0,6.0
248,greek000007,Ajax,menelaos,0.0,3,0.5882352941176471,3,0.18387137750321209,1,16,402,9.0,9.0,6.0,9.0,9.0,6.0,8.0,7.0,7.875,1.3562026818605375,10.0,5.0
249,greek000007,Ajax,agamemnon,0.0,3,0.5882352941176471,3,0.16126500527154608,1,18,392,9.0,9.0,6.0,9.0,11.0,6.0,7.0,8.0,8.125,1.7268882005337975,11.0,8.0
